Date,Open,High,Low,Close,Adj Close,Volume
2023-09-29,477.399994,489.399994,476.000000,483.350006,480.038544,1618689
2023-10-03,482.000000,502.500000,480.000000,496.850006,493.446045,2451623
2023-10-04,495.950012,497.750000,480.000000,491.399994,488.033386,1785367
2023-10-05,495.000000,514.849976,494.350006,513.349976,509.832977,7291721
2023-10-06,515.950012,520.500000,509.350006,512.700012,509.187469,3080842
2023-10-09,507.000000,524.700012,506.100006,515.750000,512.216553,3470714
2023-10-10,516.849976,543.700012,515.650024,539.099976,535.406555,6462169
2023-10-11,543.000000,548.500000,536.250000,540.150024,536.449402,3418506
2023-10-12,543.000000,548.849976,541.000000,543.750000,540.024719,3194908
2023-10-13,537.150024,548.500000,536.049988,543.500000,539.776428,1601894
2023-10-16,541.500000,547.900024,540.200012,544.099976,540.372314,1073524
2023-10-17,544.500000,556.750000,541.099976,554.500000,550.701050,2739949
2023-10-18,557.950012,560.000000,543.799988,546.650024,542.904907,3051782
2023-10-19,542.000000,555.349976,539.250000,549.750000,545.983643,1808144
2023-10-20,547.950012,551.450012,540.549988,548.049988,544.295227,1178794
2023-10-23,546.900024,548.250000,522.849976,526.450012,522.843262,1728468
2023-10-25,526.450012,534.950012,520.200012,525.299988,521.701111,1054661
2023-10-26,519.549988,532.500000,509.549988,528.900024,525.276489,2237755
2023-10-27,534.950012,543.450012,529.000000,542.400024,538.684021,1436568
2023-10-30,544.000000,544.900024,536.549988,542.049988,538.336365,823028
2023-10-31,546.200012,552.000000,540.000000,547.650024,543.898010,1369699
2023-11-01,561.450012,583.299988,544.200012,574.200012,570.266113,13001342
2023-11-02,579.250000,585.400024,576.250000,577.700012,573.742126,3252737
2023-11-03,580.000000,593.000000,579.000000,587.750000,583.723267,3063927
2023-11-06,593.900024,600.000000,588.049988,597.450012,593.356812,2437161
2023-11-07,588.000000,599.150024,581.200012,583.849976,579.849976,2095314
2023-11-08,586.500000,591.049988,579.549988,581.549988,581.549988,1268454
2023-11-09,583.450012,588.000000,582.000000,583.000000,583.000000,1247108
2023-11-10,584.599976,593.900024,580.000000,583.400024,583.400024,2069707
2023-11-13,592.000000,593.000000,581.650024,583.250000,583.250000,806673
2023-11-15,591.950012,616.500000,590.049988,612.450012,612.450012,4323893
2023-11-16,616.000000,623.549988,605.250000,619.000000,619.000000,2912928
2023-11-17,617.000000,625.000000,616.000000,622.599976,622.599976,1310073
2023-11-20,621.000000,638.000000,619.000000,621.400024,621.400024,2497155
2023-11-21,625.950012,629.700012,614.000000,615.900024,615.900024,1246438
2023-11-22,617.049988,626.849976,611.500000,624.799988,624.799988,1718394
2023-11-23,627.099976,631.400024,618.150024,622.200012,622.200012,851855
2023-11-24,624.349976,624.450012,612.000000,613.849976,613.849976,872220
2023-11-28,618.000000,618.349976,600.099976,611.700012,611.700012,1833462
2023-11-29,615.000000,634.750000,613.549988,628.150024,628.150024,2880187
2023-11-30,628.950012,633.700012,623.650024,630.349976,630.349976,1678958
2023-12-01,632.400024,642.400024,629.950012,634.700012,634.700012,2255086
2023-12-04,645.000000,645.500000,631.400024,635.150024,635.150024,1012029
2023-12-05,635.000000,639.349976,624.049988,637.599976,637.599976,1174337
2023-12-06,642.799988,659.849976,640.049988,653.349976,653.349976,3523055
2023-12-07,656.400024,661.500000,651.500000,655.349976,655.349976,1636475
2023-12-08,657.000000,667.000000,648.049988,657.750000,657.750000,1855127
2023-12-11,660.750000,666.750000,657.250000,660.049988,660.049988,806069
2023-12-12,661.150024,669.799988,660.650024,663.950012,663.950012,1566679
2023-12-13,668.000000,673.750000,663.500000,671.150024,671.150024,2119842
2023-12-14,680.000000,707.000000,678.150024,700.400024,700.400024,4534231
2023-12-15,704.200012,731.049988,699.000000,719.599976,719.599976,5448159
2023-12-18,718.900024,727.450012,705.799988,716.450012,716.450012,2558759
2023-12-19,718.000000,723.349976,711.400024,716.700012,716.700012,1423500
2023-12-20,719.599976,739.400024,700.400024,706.000000,706.000000,4419054
2023-12-21,696.000000,728.700012,692.950012,723.150024,723.150024,3011794
2023-12-22,728.150024,746.000000,723.099976,741.200012,741.200012,2855709
2023-12-26,742.400024,746.000000,729.950012,734.700012,734.700012,1544968
2023-12-27,738.000000,743.250000,726.599976,735.000000,735.000000,990093
2023-12-28,735.950012,737.000000,715.200012,721.250000,721.250000,1611193
2023-12-29,721.700012,728.750000,716.000000,721.049988,721.049988,1649162
2024-01-01,719.000000,722.700012,700.299988,702.349976,702.349976,2508444
2024-01-02,703.700012,706.299988,682.000000,687.400024,687.400024,2436418
2024-01-03,686.950012,690.400024,670.400024,685.750000,685.750000,3079989
2024-01-04,689.000000,701.500000,686.150024,687.500000,687.500000,2220674
2024-01-05,692.900024,717.200012,689.599976,714.349976,714.349976,5019317
2024-01-08,720.000000,722.700012,708.000000,710.299988,710.299988,2134893
2024-01-09,717.099976,730.900024,716.000000,719.750000,719.750000,2683538
2024-01-10,720.750000,741.599976,719.049988,739.549988,739.549988,3695731
2024-01-11,745.000000,760.000000,741.599976,747.000000,747.000000,2891950
2024-01-12,757.849976,789.900024,757.250000,786.700012,786.700012,5713008
2024-01-15,798.000000,804.799988,777.049988,786.250000,786.250000,2923562
2024-01-16,786.000000,787.000000,760.450012,780.650024,780.650024,1549767
2024-01-17,765.000000,806.000000,765.000000,798.450012,798.450012,2816486
2024-01-18,797.000000,799.500000,765.049988,777.849976,777.849976,2189268
2024-01-19,789.000000,808.000000,785.000000,799.150024,799.150024,2195289
2024-01-23,809.750000,817.900024,793.450012,800.750000,800.750000,1862109
2024-01-24,801.599976,827.700012,793.849976,822.700012,822.700012,2691584
2024-01-25,835.900024,841.549988,808.400024,818.250000,818.250000,3452703
2024-01-29,825.049988,835.700012,821.099976,832.599976,832.599976,2154245
2024-01-30,837.900024,858.750000,836.200012,845.250000,845.250000,2399686
2024-01-31,844.000000,854.599976,840.099976,848.450012,848.450012,1361383
2024-02-01,848.450012,849.849976,818.299988,828.849976,828.849976,1831246
2024-02-02,838.250000,850.750000,838.200012,846.250000,846.250000,1239815
2024-02-05,846.299988,851.000000,831.099976,834.150024,834.150024,1162903
2024-02-06,840.200012,861.849976,836.299988,853.400024,853.400024,2122369
2024-02-07,857.000000,859.400024,826.250000,833.200012,833.200012,1508432
2024-02-08,838.099976,846.349976,833.250000,837.900024,837.900024,736555
2024-02-09,845.000000,849.299988,817.099976,833.400024,833.400024,1606503
2024-02-12,816.500000,844.000000,816.500000,824.450012,824.450012,1401828
2024-02-13,823.000000,845.599976,801.700012,843.150024,843.150024,1789205
2024-02-14,834.000000,839.000000,814.099976,833.750000,833.750000,1091416
2024-02-15,840.000000,856.000000,832.950012,844.250000,844.250000,1128765
2024-02-16,846.049988,852.450012,834.250000,842.599976,842.599976,997886
2024-02-19,845.000000,845.000000,828.849976,831.200012,831.200012,684258
2024-02-20,830.000000,831.500000,801.400024,806.450012,806.450012,1653400
2024-02-21,808.250000,818.349976,791.250000,796.400024,796.400024,1464276
2024-02-22,799.950012,822.849976,799.299988,817.599976,817.599976,2185607
2024-02-23,827.599976,836.000000,807.250000,810.150024,810.150024,2379477
2024-02-26,809.849976,812.450012,776.000000,779.049988,779.049988,2502443
2024-02-27,781.000000,800.000000,775.950012,798.200012,798.200012,1909443
2024-02-28,802.000000,807.549988,762.299988,767.450012,767.450012,1508353
2024-02-29,764.150024,787.000000,757.450012,776.099976,776.099976,2292534
2024-03-01,781.000000,790.400024,772.799988,774.750000,774.750000,1186813
2024-03-04,788.799988,794.000000,782.250000,783.650024,783.650024,952162
2024-03-05,780.950012,780.950012,753.549988,758.950012,758.950012,1729577
2024-03-06,757.000000,772.000000,738.700012,769.099976,769.099976,1687647
2024-03-07,773.500000,778.549988,765.349976,772.599976,772.599976,1366724
2024-03-11,765.000000,782.700012,756.750000,774.599976,774.599976,1317040
2024-03-12,775.000000,791.000000,756.150024,760.400024,760.400024,1812995
2024-03-13,765.400024,785.450012,717.500000,723.299988,723.299988,3411153
2024-03-14,719.099976,766.150024,715.000000,763.700012,763.700012,1904372
2024-03-15,759.000000,760.500000,735.049988,755.700012,755.700012,1372116
2024-03-18,751.000000,754.599976,725.000000,727.150024,727.150024,1237226
2024-03-19,724.849976,732.400024,713.599976,720.950012,720.950012,991546
2024-03-20,722.000000,734.000000,712.450012,717.900024,717.900024,978451
2024-03-21,725.450012,740.400024,723.000000,738.950012,738.950012,985126
2024-03-22,725.049988,738.950012,713.099976,730.900024,730.900024,2154342
2024-03-26,730.900024,748.700012,730.000000,744.900024,744.900024,1020997
2024-03-27,748.849976,767.849976,746.000000,760.450012,760.450012,1555331
2024-03-28,765.000000,769.000000,739.799988,742.000000,742.000000,1502553
2024-04-01,748.000000,764.799988,746.299988,761.750000,761.750000,793292
2024-04-02,759.000000,774.549988,756.000000,767.750000,767.750000,979511
2024-04-03,767.750000,784.000000,758.150024,777.049988,777.049988,1717444
2024-04-04,789.900024,789.900024,769.049988,779.299988,779.299988,1174035
2024-04-05,779.000000,779.000000,745.000000,749.150024,749.150024,2129193
2024-04-08,756.000000,756.000000,725.799988,732.000000,732.000000,1920143
2024-04-09,732.000000,747.799988,726.099976,728.700012,728.700012,1678670
2024-04-10,731.000000,744.650024,730.000000,738.799988,738.799988,1077352
2024-04-12,737.049988,750.799988,730.849976,732.299988,732.299988,1412111
2024-04-15,725.000000,729.500000,706.099976,707.250000,707.250000,1211186
2024-04-16,701.049988,712.900024,695.250000,708.099976,708.099976,1450885
2024-04-18,711.000000,720.500000,695.000000,698.400024,698.400024,1730243
2024-04-19,690.099976,694.150024,672.150024,681.700012,681.700012,2701126
2024-04-22,686.650024,690.450012,658.200012,659.700012,659.700012,2233611
2024-04-23,667.000000,668.950012,651.099976,653.500000,653.500000,1632136
2024-04-24,658.450012,669.000000,656.200012,658.450012,658.450012,1920772
2024-04-25,659.450012,665.950012,653.299988,659.950012,659.950012,1887949
2024-04-26,660.000000,693.750000,659.000000,674.150024,674.150024,3825557
2024-04-29,677.000000,684.500000,664.400024,674.700012,674.700012,2699673
2024-04-30,692.000000,693.750000,649.000000,650.099976,650.099976,7209957
2024-05-02,653.799988,653.799988,636.750000,643.200012,643.200012,4330078
2024-05-03,648.450012,648.450012,627.250000,634.200012,634.200012,3388284
2024-05-06,640.000000,640.950012,616.000000,618.799988,618.799988,2577481
2024-05-07,620.000000,623.000000,598.000000,613.099976,613.099976,2639870
2024-05-08,613.099976,622.349976,602.000000,616.099976,616.099976,1995219
2024-05-09,616.150024,619.900024,602.150024,604.299988,604.299988,2581050
2024-05-10,605.400024,607.000000,577.099976,583.099976,583.099976,4241605
2024-05-13,584.000000,589.900024,564.599976,585.900024,585.900024,2056129
2024-05-14,590.000000,612.700012,584.200012,609.900024,609.900024,2777125
2024-05-15,609.900024,614.950012,599.049988,612.450012,612.450012,3596174
2024-05-16,619.000000,623.799988,606.049988,615.500000,615.500000,2290759
2024-05-17,618.000000,619.000000,609.000000,610.700012,610.700012,1093483
2024-05-21,614.150024,614.950012,593.849976,595.000000,595.000000,2825047
2024-05-22,598.400024,606.500000,595.500000,601.299988,601.299988,3375934
2024-05-23,603.500000,622.150024,601.299988,616.299988,616.299988,3330014
2024-05-24,618.000000,628.000000,615.049988,618.200012,618.200012,1894903
2024-05-27,623.450012,639.950012,622.200012,635.150024,635.150024,2998587
2024-05-28,640.000000,641.700012,617.049988,620.450012,620.450012,2636250
2024-05-29,620.700012,622.200012,613.000000,620.450012,620.450012,965735
2024-05-30,620.000000,620.000000,607.900024,610.599976,610.599976,1925845
2024-05-31,611.000000,618.500000,602.299988,604.650024,604.650024,2965080
2024-06-03,615.450012,618.599976,605.700012,613.400024,613.400024,1290779
2024-06-04,610.000000,613.000000,565.299988,598.599976,598.599976,2586686
2024-06-05,599.049988,635.599976,591.150024,631.299988,631.299988,2461133
2024-06-06,644.000000,652.450012,638.099976,646.750000,646.750000,2833576
2024-06-07,652.700012,686.450012,650.049988,678.150024,678.150024,7518741
2024-06-10,688.000000,688.650024,663.349976,680.000000,680.000000,3199599
2024-06-11,681.099976,683.000000,671.200012,672.900024,672.900024,1862250
2024-06-12,675.099976,687.599976,670.049988,672.250000,672.250000,1765178
2024-06-13,680.000000,699.750000,676.049988,683.250000,683.250000,6601573
2024-06-14,684.950012,685.000000,669.599976,677.950012,677.950012,2187215
2024-06-18,680.000000,687.349976,666.200012,683.799988,683.799988,3428629
2024-06-19,690.000000,695.250000,678.150024,690.849976,690.849976,4390773
2024-06-20,694.400024,699.000000,684.049988,687.950012,687.950012,3307590
2024-06-21,696.000000,701.450012,678.000000,681.349976,681.349976,5821354
2024-06-24,681.349976,697.000000,675.500000,685.250000,685.250000,2583488
2024-06-25,687.000000,698.849976,681.049988,695.750000,695.750000,2509376
